File Name,Emotion,Chroma Standard Deviation,Croma Mean,MEL Standard Deviation,MEL Mean,Spectral Centroid Feature,MFCC Standard Deviation,MFCC Mean,MFCC 1st Derivative,MFCC 2nd Derivative,Root Mean Square Mean,Spectral Rolloff Mean,Spectral Rolloff Range,Zero Crossing Rate
03b02Aa.wav,fearful,0.247410953,0.60503155,26.71300697,3.653161764,2144.607423,71.62730408,-8.359247208,0.013241485,-0.057779334,0.116872467,351.8169202,2540.917969,351.8169202
03b02La.wav,boredom,0.214364603,0.673143446,15.10475349,2.376291275,1528.728073,90.47905731,-7.552855492,0.000845664,0.028962983,0.082690775,280.5776367,2960.81543,280.5776367
03b02Na.wav,neutral,0.22594887,0.632612586,21.68467331,3.26425457,1616.122943,85.02110291,-6.902690411,-0.00334616,-0.001784853,0.10005717,321.4720719,3757.543945,321.4720719
03b02Tb.wav,sad,0.205653042,0.699193239,18.40075302,2.226032972,1603.041394,104.3646317,-10.3899622,-0.023932662,0.007795412,0.071296252,205.0526062,3768.310547,205.0526062
03b02Wb.wav,angry,0.242321178,0.597937405,25.93406677,3.017837286,1981.626796,87.79244995,-16.53116798,0.048199862,-0.051659644,0.095085971,427.4652896,3380.712891,427.4652896
03b03Nb.wav,neutral,0.237271056,0.609765768,26.98792458,3.268708706,1506.085171,85.36856079,-8.547257423,-0.00259349,-0.074556313,0.098627731,228.2245223,2530.151367,228.2245223
03b03Tc.wav,sad,0.208296031,0.689927518,10.86720657,1.334843516,1382.087344,108.6363754,-11.87913895,0.031572558,0.001124833,0.055726856,171.5603891,3703.710938,171.5603891
03b03Wc.wav,angry,0.254465818,0.56752491,11.70009136,1.557978392,2051.836531,84.62705994,-21.66361237,-0.04765889,-0.065975696,0.071303666,426.3185064,2368.652344,426.3185064
03b09La.wav,boredom,0.226327702,0.645770133,29.66149712,3.511145115,1298.513861,90.34002686,-8.601425171,-0.035661843,-0.096151583,0.098357871,187.578125,3596.044922,187.578125
03b09Nc.wav,neutral,0.234853834,0.618858218,30.24899673,3.339823008,1501.235481,87.7252655,-9.346578598,-0.035254616,-0.1285768,0.099590525,274.4522095,3736.010742,274.4522095
03b09Tc.wav,sad,0.238325566,0.653942764,52.39374542,4.969958782,1327.943524,93.99998474,-8.01614666,-0.006406819,-0.039829016,0.107568584,214.4453699,3434.545898,214.4453699
03b09Wa.wav,angry,0.259523213,0.59808141,21.03215408,1.689820051,1999.90204,84.16891479,-16.99504089,-0.062765531,-0.111076489,0.071085677,398.1058594,2659.350586,398.1058594
03b10Ab.wav,fearful,0.264350027,0.564767241,14.18492699,1.699705124,2194.087208,96.51855469,-20.92010117,0.012235942,0.002322396,0.069458291,295.552038,2810.083008,295.552038
03b10Ec.wav,disgust,0.265893847,0.548898935,38.92145538,5.100599289,1755.085527,76.2607193,-9.870625496,0.092804454,-0.062711567,0.129441351,274.7043775,2056.420898,274.7043775
03b10Na.wav,neutral,0.253084809,0.596965015,45.91068649,5.410119534,1522.237343,84.26322174,-8.53639698,-0.052417319,-0.129685581,0.129508227,268.5058594,3025.415039,268.5058594
03b10Nc.wav,neutral,0.249261454,0.584428549,26.5900898,3.693402052,1490.318763,88.48143768,-10.08303928,-0.188822404,-0.09454903,0.108499147,327.596283,4134.375,327.596283
03b10Wb.wav,angry,0.274151802,0.557267785,13.89889622,1.831052423,2052.791918,91.09166718,-22.19757652,-0.07179223,-0.098029032,0.073396496,323.5707384,1668.823242,323.5707384
03b10Wc.wav,angry,0.280208141,0.546528697,24.31575584,2.701076031,2175.090231,83.10984802,-22.22826004,-0.110987894,-0.070243299,0.09044648,396.9422538,2185.620117,396.9422538
08a01Ab.wav,fearful,0.29445678,0.531368554,33.95771027,4.369588852,1876.201676,83.9627533,-16.17609787,-0.130695298,-0.143240795,0.121045455,445.8718872,3509.912109,445.8718872
08a01Fd.wav,happy,0.282481074,0.633598864,109.3472137,8.672370911,1656.421989,86.96764374,-7.803204536,0.040770952,-0.009163612,0.153820336,335.9179688,3133.081055,335.9179688
08a01Lc.wav,boredom,0.303441375,0.515645802,51.64133835,3.938305616,1507.483013,91.69697571,-15.6905098,0.048519373,0.030715955,0.095379367,298.2472387,3133.081055,298.2472387
08a01Na.wav,neutral,0.280675828,0.578540742,43.87765503,4.065698147,1549.768957,90.59031677,-10.85637665,-0.170003131,-0.102350645,0.100494534,316.6230854,3036.181641,316.6230854
08a01Wa.wav,angry,0.258745968,0.573076129,5.989974499,1.023473024,2330.682876,103.4889374,-27.26344872,-0.100572221,-0.077886142,0.059836809,480.9594727,2454.785156,480.9594727
08a01Wc.wav,angry,0.26351133,0.549055278,25.74038696,3.689221859,2433.466213,80.47762299,-24.04546738,-0.083734438,-0.106383465,0.118628688,588.4758936,1701.123047,588.4758936
08a02Ab.wav,fearful,0.276661694,0.539242625,55.52706146,4.395733356,1999.051941,78.70467377,-15.71697998,0.052603424,-0.152535424,0.110040858,349.6804942,2465.551758,349.6804942
08a02Ac.wav,fearful,0.253097922,0.631571949,13.24889946,1.358367085,2288.859455,92.56455994,-15.77754498,-0.041280579,-0.1272479,0.059870105,352.3480977,2605.517578,352.3480977
08a02Fe.wav,happy,0.283515304,0.536433041,49.46193314,5.26589489,1592.535584,91.11969757,-10.6905117,-0.000312814,-0.07083825,0.118156716,189.3383789,1238.15918,189.3383789
08a02La.wav,boredom,0.29869622,0.50156635,54.17407608,6.518809319,1589.598151,81.68396759,-11.58688068,0.177328244,-0.073349655,0.143064424,225.09375,1496.557617,225.09375
08a02Na.wav,neutral,0.307237476,0.552760601,95.05906677,9.166223526,1477.387075,87.44894409,-9.66481781,-0.020896325,-0.040877815,0.156261623,184.2745267,2174.853516,184.2745267
08a02Tb.wav,sad,0.278165579,0.643836379,112.0203171,8.452288628,1461.61885,86.70179749,-4.733382225,0.059553601,-0.022096626,0.14535135,108.0738414,2659.350586,108.0738414
08a02Wc.wav,angry,0.270263821,0.581151307,8.392266273,0.982436478,2090.156264,104.3696365,-28.13375854,-0.070493273,-0.116810106,0.054283161,420.960829,1862.62207,420.960829
08a04Ff.wav,happy,0.289685875,0.506898284,30.85924339,2.679662466,1578.93233,91.03255463,-14.21729374,0.002888041,-0.047905568,0.086148553,228.7212665,699.8291016,228.7212665
08a04La.wav,boredom,0.298047423,0.4594163,74.84056854,8.858377457,1566.083038,76.79192352,-10.27464771,0.191009805,-0.111893728,0.169214979,190.8081055,473.7304688,190.8081055
08a04Nc.wav,neutral,0.267800838,0.557143211,46.36769104,5.150484085,1655.217567,87.08808899,-9.434352875,-0.036479715,-0.075595595,0.122247435,213.8638583,2454.785156,213.8638583
08a04Tb.wav,sad,0.273726553,0.676317453,69.79727173,5.233825207,1291.855447,97.14928436,-7.945867538,-0.028825773,-0.040395699,0.112727083,126.6048569,3574.511719,126.6048569
08a04Wc.wav,angry,0.266001433,0.553835392,22.51182175,3.078850031,2129.432602,86.32170868,-24.85531425,-0.180898115,-0.204963997,0.098520592,503.131573,1065.893555,503.131573
08a05Fe.wav,happy,0.293488026,0.50246495,38.62493896,4.530826092,1778.436574,83.10747528,-14.33830357,0.024495965,-0.041031305,0.122016892,426.1645872,3165.380859,426.1645872
08a05Lc.wav,boredom,0.300742865,0.514425516,37.53095627,3.421088934,1792.111314,85.81244659,-13.49820423,-0.010576043,-0.058178786,0.10186287,409.3687953,3520.678711,409.3687953
08a05Nb.wav,neutral,0.283649385,0.533421099,26.68338585,2.95721817,1761.706847,88.50474548,-11.2324276,0.027559713,-0.082543589,0.098581083,402.7930726,3499.145508,402.7930726
08a05Ta.wav,sad,0.270741433,0.633193433,64.87217712,6.260132313,1410.331157,87.77442169,-4.847710133,0.010023334,-0.039174568,0.136175036,237.8842954,3068.481445,237.8842954
08a05Wa.wav,angry,0.269867003,0.57303232,32.74959564,4.132522583,2331.413577,75.02458191,-20.23391914,-0.195336938,-0.04136556,0.114964336,578.0054288,3208.447266,578.0054288
08a07Fd.wav,happy,0.302051365,0.462683409,59.24430466,5.003473759,1877.447445,85.88388824,-16.00158119,0.0004335,-0.062178612,0.12285354,440.9240005,3273.046875,440.9240005
08a07La.wav,boredom,0.3147659,0.513783932,210.1673584,13.32203484,1525.667029,78.85993958,-7.763381958,0.026709046,-0.062909923,0.185895935,294.9456171,2142.553711,294.9456171
08a07Na.wav,neutral,0.309122443,0.500997007,121.69207,9.808620453,1718.725783,79.44405365,-9.347133636,0.05092781,-0.094117604,0.174656078,350.7519531,3229.980469,350.7519531
08a07Ta.wav,sad,0.26191327,0.679230571,106.0281754,7.136441231,1412.104156,89.58093262,-4.67911768,0.030421251,-0.03987911,0.142835483,215.9780273,2906.982422,215.9780273
08a07Tb.wav,sad,0.268837452,0.678395569,97.69675446,6.703968048,1431.231773,91.5791626,-6.296386719,0.005239283,-0.026492367,0.133646697,231.1725485,3649.87793,231.1725485
08a07Wc.wav,angry,0.298544943,0.519209623,14.46750355,1.878507733,2218.14607,95.5321579,-27.18242645,0.031104919,-0.113706529,0.074297279,480.0109863,2863.916016,480.0109863
08b01Aa.wav,fearful,0.290516645,0.571270764,59.15393829,3.6632936,2300.691594,75.82585907,-13.83617878,0.072054438,-0.079415403,0.104669504,481.8982355,2993.115234,481.8982355
08b01Fd.wav,happy,0.293594033,0.517837405,54.30516434,6.132481575,1949.214806,83.45527649,-12.18931675,-0.038991179,-0.012964396,0.141759083,394.2387376,2723.950195,394.2387376
08b01Fe.wav,happy,0.295515567,0.487884909,59.5384903,4.497380733,2072.0856,79.31452179,-15.99403191,0.114289969,-0.022093719,0.121700622,602.5345829,3251.513672,602.5345829
08b01Lb.wav,boredom,0.302546263,0.510697544,67.79769135,7.046587944,1911.639386,77.61136627,-8.729696274,0.00444962,-0.027125448,0.156635836,469.0245369,3219.213867,469.0245369
08b01Na.wav,neutral,0.302889466,0.521649003,138.6412811,12.12808037,1813.962431,74.33760834,-6.637618542,-0.002567772,-0.094704367,0.203652084,400.3698012,3402.246094,400.3698012
08b01Wa.wav,angry,0.292865098,0.547235191,31.52116585,2.609044313,2210.047168,88.40982056,-20.94121552,0.072915293,-0.029415732,0.084958687,520.6367119,2863.916016,520.6367119
08b02Ff.wav,happy,0.306590647,0.472581655,41.71602249,3.930700779,1865.858351,83.11121368,-18.45888138,-0.00875117,-0.043656521,0.105526924,393.3398438,3079.248047,393.3398438
08b02La.wav,boredom,0.296147645,0.479016066,22.84818268,2.450445414,1403.531933,93.91999054,-13.24777794,0.103063539,0.014064745,0.082224689,215.1875131,1550.390625,215.1875131
08b02Nb.wav,neutral,0.283270568,0.530398786,30.34861565,3.320719957,1783.956902,87.9628067,-12.07860661,0.02129014,-0.034843195,0.099398695,368.7561035,4285.107422,368.7561035
08b02Tc.wav,sad,0.233107612,0.716185033,50.90449142,3.976878881,1398.874204,99.43716431,-8.075082779,0.007668163,-0.001967831,0.097014874,169.3381503,3456.079102,169.3381503
08b02Wd.wav,angry,0.267746627,0.600706697,18.26438904,2.270116806,2176.324086,89.18549347,-20.31809044,-0.003685899,-0.053984892,0.081797071,390.0982863,2508.618164,390.0982863
08b03Fe.wav,happy,0.283215851,0.521763921,12.86673832,1.432489753,1717.994482,96.8767395,-19.61998367,0.077653766,-0.016315367,0.0630624,315.2681791,3897.509766,315.2681791
08b03Lc.wav,boredom,0.304990292,0.489548594,108.4064331,8.19151783,1406.562273,78.48426819,-9.068230629,-0.033228152,-0.039419543,0.15400742,222.730619,2045.654297,222.730619
08b03Nb.wav,neutral,0.293307841,0.538679659,63.70391846,5.958086491,1657.503695,80.88833618,-11.20421028,0.015375982,-0.077993788,0.132785425,312.5658118,4274.34082,312.5658118
08b03Tc.wav,sad,0.251954019,0.697132111,49.71059036,3.82178688,1245.61797,97.96057892,-7.685044765,0.027923439,-0.001650505,0.095077612,139.5485102,3520.678711,139.5485102
08b03Wd.wav,angry,0.287647456,0.553688645,5.543253422,0.661509752,1917.712867,104.3690109,-24.89509392,-0.015662206,-0.018132836,0.041851263,375.6687511,1937.988281,375.6687511
08b09Ab.wav,fearful,0.297677785,0.58096838,39.05355835,3.361697435,1843.988011,85.88222504,-15.2941885,0.104355775,-0.047489196,0.098235719,287.3434316,2142.553711,287.3434316
08b09Fd.wav,happy,0.289434046,0.49388063,21.15891075,2.412883759,1748.870091,91.05662537,-18.21974373,0.064159945,-0.073825352,0.087859869,277.5091553,958.2275391,277.5091553
08b09Lc.wav,boredom,0.305937171,0.486284882,83.92337036,7.15127182,1409.12384,82.06903839,-8.217351913,0.00923238,-0.064117596,0.144614264,207.321167,1981.054688,207.321167
08b09Nb.wav,neutral,0.288763106,0.522193193,47.73445511,4.119701385,1447.025917,88.94392395,-11.11779785,0.00344954,-0.08340431,0.11065039,208.4168969,1959.521484,208.4168969
08b09Tb.wav,sad,0.262550682,0.676984131,45.19147873,3.209834099,1308.286061,100.7133789,-9.075084686,0.035655662,0.003735539,0.087165348,203.7144612,3176.147461,203.7144612
08b09Wa.wav,angry,0.288174361,0.52529943,25.97114182,3.02930522,1965.549678,91.48994446,-20.73084831,-0.014461616,-0.032108482,0.093729421,398.2070811,2293.286133,398.2070811
08b09Wc.wav,angry,0.283018708,0.552909672,15.94298267,1.940563917,2026.201702,95.58594513,-20.95683861,0.014422867,-0.055066548,0.075460024,444.1411372,2228.686523,444.1411372
08b10Aa.wav,fearful,0.287794501,0.533050179,54.94982529,4.262403011,1986.822609,80.32539368,-14.71805,0.028197303,-0.048234899,0.10557168,275.3441321,2637.817383,275.3441321
08b10Fd.wav,happy,0.295727372,0.485457659,59.01424789,5.415622711,1790.270166,80.94911957,-14.99548149,-0.007531732,-0.049901374,0.130401194,271.2781104,1065.893555,271.2781104
08b10La.wav,boredom,0.299194217,0.429520369,62.69951248,5.846320152,1479.029911,80.26596832,-9.853722572,0.075807117,-0.045942187,0.14098151,263.3813275,3865.209961,263.3813275
08b10Nc.wav,neutral,0.302264392,0.481624961,28.98958588,3.318285942,1538.892129,89.34318542,-12.28073692,-0.110730127,-0.057935018,0.105719686,250.7677393,3154.614258,250.7677393
08b10Tc.wav,sad,0.272749662,0.663688779,51.55125427,4.622607708,1304.609679,97.22175598,-7.765593529,-0.022523759,-0.03189474,0.110135302,131.8774778,3068.481445,131.8774778
08b10Wa.wav,angry,0.295508564,0.538158417,24.27313232,2.299399376,1994.395759,94.65930939,-22.97142982,0.015563488,-0.056580316,0.076503791,307.7189726,1754.956055,307.7189726
09a01Ea.wav,disgust,0.277034283,0.604736984,23.40273285,2.28676343,1856.080376,96.06520081,-17.78111458,-0.032474842,-0.029462198,0.081672877,383.1195122,2896.21582,383.1195122
09a01Fa.wav,happy,0.285042167,0.529392362,14.72325611,1.898076534,2342.765634,88.83255005,-26.7598362,0.135267064,-0.141969249,0.084294751,650.7661071,2810.083008,650.7661071
09a01Nb.wav,neutral,0.246607617,0.627865195,19.00297928,2.742308617,1684.540684,90.01935577,-9.668221474,0.136961102,-0.012399788,0.094338372,279.7841529,2853.149414,279.7841529
09a01Wb.wav,angry,0.247953609,0.597270131,6.32320118,1.095698953,2163.039153,102.5342712,-26.19569778,-0.111076675,-0.12868908,0.062490217,520.579735,2045.654297,520.579735
09a02Ea.wav,disgust,0.270807952,0.586431861,17.70066643,2.027248383,2155.743829,87.61368561,-18.82864952,-0.081896052,-0.124542728,0.077366024,442.3535156,2164.086914,442.3535156
09a02Eb.wav,disgust,0.285764426,0.556117654,33.00738525,3.176712275,1848.011955,87.94490051,-21.79657936,0.005579233,-0.180070266,0.095033079,324.6293501,1173.55957,324.6293501
09a02La.wav,boredom,0.293887436,0.531363428,49.83685303,4.557505608,1533.067043,85.42137909,-10.42322159,-0.146137685,-0.097106621,0.115148842,220.3890714,2530.151367,220.3890714
09a02Wb.wav,angry,0.270717472,0.570934832,9.982016563,0.909004927,2022.391481,98.89391327,-25.23943138,-0.013866074,-0.257404506,0.051420901,355.1483154,1195.092773,355.1483154
09a04Fd.wav,happy,0.27878046,0.520221531,8.052650452,1.326779604,1922.484354,101.3864365,-29.27982712,-0.18363817,-0.103986725,0.067291558,446.4775085,1313.525391,446.4775085
09a04La.wav,boredom,0.281004667,0.515079558,34.64915848,4.618510246,1423.496719,86.48545837,-7.915044785,0.021430301,-0.085022114,0.124030717,220.5522017,2422.485352,220.5522017
09a04Nb.wav,neutral,0.259840608,0.595922291,21.72687531,3.751347542,1633.941773,85.94293976,-6.631612778,0.054248288,-0.01147757,0.113577992,234.2085405,3122.314453,234.2085405
09a04Wa.wav,angry,0.258976102,0.600488603,10.32850838,0.946271241,2023.644339,96.97709656,-24.84726143,-0.073958181,-0.15253754,0.049230587,432.9519653,1302.758789,432.9519653
09a05Ed.wav,disgust,0.28817296,0.597957432,32.56380081,3.010702133,1995.318216,90.05514526,-15.04590607,0.020858753,0.011387512,0.092157647,390.7841841,2874.682617,390.7841841
09a05Lc.wav,boredom,0.28452915,0.544245899,21.85415649,2.58475852,1737.551093,87.25063324,-7.8309412,0.055082854,-0.035928689,0.092896618,364.5895762,3391.479492,364.5895762
09a05Nb.wav,neutral,0.279113889,0.545150995,15.91074276,2.066100597,1563.974515,94.10151672,-10.85485744,0.046193574,-0.115016595,0.083822325,283.412572,2551.68457,283.412572
09a05Tb.wav,sad,0.252921522,0.653226674,31.26415443,3.490305424,1585.547316,81.06271362,-2.779046297,-0.002255889,-0.002033145,0.109969608,172.8389943,2573.217773,172.8389943
09a05Wb.wav,angry,0.267778277,0.566362798,16.01277351,1.711167574,2281.329901,83.96077728,-23.26659203,0.029106591,-0.095537871,0.076495461,565.7958984,2874.682617,565.7958984
09a05Wc.wav,angry,0.266437531,0.557367682,10.30757523,1.090049863,2362.082462,91.0746994,-28.17790222,-0.166358382,-0.067793153,0.061152775,606.0504416,3014.648438,606.0504416
09a07Eb.wav,disgust,0.280314654,0.596517324,80.90278625,4.445777416,2022.360541,83.69371796,-15.03359032,0.055075534,-0.00962199,0.095221438,356.2631331,1841.088867,356.2631331
09a07Na.wav,neutral,0.284493983,0.533638835,103.4209366,10.43349648,1779.990607,77.54093933,-6.402191639,0.014658928,-0.046583679,0.184386268,329.0542603,3703.710938,329.0542603
09a07Ta.wav,sad,0.29147625,0.519603968,162.6751709,13.29768085,1715.995979,71.94347382,-1.602470875,0.031548746,-0.020572985,0.214147925,293.8280682,3520.678711,293.8280682
09a07Wb.wav,angry,0.277689219,0.534620583,16.141325,2.081875563,2392.277883,87.90841675,-28.38069534,-0.081130855,-0.124807283,0.09070313,577.139921,2810.083008,577.139921
09a07Wd.wav,angry,0.287456721,0.522349417,20.5213604,2.57309103,1929.889874,92.03716278,-22.44260979,0.006117166,-0.049758758,0.093535773,378.984375,1948.754883,378.984375
09b01Ea.wav,disgust,0.273255259,0.577190042,25.40867615,1.618663549,2474.095701,84.21161652,-19.20508957,0.038784124,-0.068138853,0.074504949,572.2348421,2831.616211,572.2348421
09b01Na.wav,neutral,0.271866918,0.539766848,38.9341507,4.888825893,1861.009702,84.21937561,-7.865036488,0.017197963,-0.080538362,0.129775286,379.849728,4091.308594,379.849728
09b01Wb.wav,angry,0.272181213,0.527982354,20.2936039,2.441045046,2188.792616,83.06684875,-22.74492645,-0.191699177,-0.11934226,0.093772568,443.9776021,2777.783203,443.9776021
09b02Na.wav,neutral,0.26709795,0.564977229,58.83528519,6.783948421,1724.993674,78.57067871,-6.090136528,0.127068922,-0.065818809,0.14887023,235.6689453,3682.177734,235.6689453
09b02Tb.wav,sad,0.27723217,0.530587316,118.6182251,12.65117359,1507.48675,73.28982544,-0.444225997,-0.031911716,-0.015445618,0.211104676,198.0918401,2250.219727,198.0918401
09b02Wc.wav,angry,0.260475069,0.563012183,34.93837738,4.053808689,2024.770026,74.14115906,-11.8011694,0.018698249,-0.041701198,0.115697101,326.6477423,2530.151367,326.6477423
09b02Wd.wav,angry,0.272007376,0.539327979,9.748960495,1.262632251,1995.06379,92.48226929,-22.11390305,-0.041963674,-0.044657018,0.063469581,376.8310547,1184.326172,376.8310547
09b03Ed.wav,disgust,0.285577357,0.564022541,15.94704247,2.161049366,1916.355134,94.88460541,-18.6869545,0.023546653,-0.03623645,0.082516342,313.5588345,2400.952148,313.5588345
09b03Fa.wav,happy,0.294016808,0.477244794,20.32871437,1.604269624,2224.703139,86.03234863,-24.94938278,-0.009578644,-0.066515028,0.069928557,489.5637063,1981.054688,489.5637063
09b03Fd.wav,happy,0.288769752,0.503289163,30.52854156,2.767269611,2005.111447,75.23360443,-19.87458801,0.04360925,-0.179188982,0.097639307,383.0049101,1582.69043,383.0049101
09b03Lb.wav,boredom,0.269665152,0.539406478,36.37102127,4.001915455,1618.22681,79.7268219,-7.943598747,0.049374837,-0.05892593,0.114894055,207.2411532,3326.879883,207.2411532
09b03Nb.wav,neutral,0.273466885,0.540189922,50.64972305,5.614403248,1610.948063,79.51731873,-6.425830364,0.017035844,-0.031614263,0.13411276,217.4853516,3779.077148,217.4853516
09b03Ta.wav,sad,0.266912997,0.577486753,120.1684647,12.37922668,1589.931649,74.84723663,-1.651540875,0.022614125,0.028011639,0.199199662,277.4985103,4134.375,277.4985103
09b03Wb.wav,angry,0.281543374,0.515027344,18.55702591,2.267805099,2129.950722,86.65267944,-26.11821938,-0.005126674,-0.012870998,0.089102179,450.5149841,1195.092773,450.5149841
09b09Ea.wav,disgust,0.300477892,0.587308049,45.48745728,3.935899258,1871.645424,91.86270905,-16.08136368,0.034340657,-0.031032963,0.096738391,258.1358375,3100.78125,258.1358375
09b09Nd.wav,neutral,0.264978886,0.599523306,38.66225052,3.794997454,1567.884821,83.43335724,-6.021959305,0.007481805,-0.029214155,0.106697865,221.6815655,3929.80957,221.6815655
